Center of the cluster (IPC code),Field of Knowledge,Member of the cluster (IPC code),Name of the IPC code,,,,,,,
C03C,Manufacture and Shaping of Glass,C03B,"Manufacture or shaping of glass, or of mineral or C07D
Heterocyclic compounds ................................................ 102
slag wool; Supplementary processes in the
manufacture or shaping of glass, or of mineral or
slag wool",,,,,,,
,,C03C,"Chemical composition of glasses, glazes, or
vitreous enamels; Surface treatment of glass;
Surface treatment of fibres or filaments made from
glass, minerals or slags; Joining glass to glass or
other materials",,,,,,,
,,C23D,"Enamelling of, or applying a vitreous layer to,
metals",,,,,,,
C04B,"Lime; Magnesia; Slag; Cements; Compositions
thereof, e.g. mortars, concrete",B28B,"Shaping clay or other ceramic compositions, slag
or mixtures containing cementitious material, e.g.
plaster",,,,,,,
,,B28C,"Preparing clay; Producing mixtures containing
clay or cementitious material, e.g. plaster ",,,,,,,
,,C04B,"Lime; Magnesia; Slag; Cements; Compositions
thereof, e.g. mortars, concrete or like building
materials; Artificial stone; Ceramics; Refractories; Treatment of natural stone",,,,,,,
C05G,Fertilisers,A01C,"Planting, sowing and fertilising (it says is related to A01B in description)",,,,,,,
,,A01G,"Horticulture; cultivation of vegetables, flowers, rice, fruit, vines, hops, or seaweed; forestry; watering",,,,,,,
,,C05B,Phosphatic fertilisers ,,,,,,,
,,C05C,Nitrogenous fertilisers,,,,,,,
,,C05D,"Inorganic fertilisers not covered by subclasses
C05B , C05C ; Fertilisers producing carbon
dioxide",,,,,,,
,,C05F,"Organic fertilisers not covered by subclasses C05B
, C05C , e.g. fertilisers from waste or refuse",,,,,,,
,,C05G,"Mixtures of fertilisers covered individually by
different subclasses of class C05 ; Mixtures of one
or more fertilisers with materials not having a
specific fertilising activity, e.g. pesticides, soil- conditioners, wetting agents; Fertilisers
characterised by their form",,,,,,,
C06B,Explosives,C06B,Explosive or thermic compositions; Manufacture thereof; Use of single substances as explosives,,,,,,,
,,C06C,Detonating or priming devices; Fuses; Chemical lighters; Pyrophoric compositions,,,,,,,
,,C06D,"Means for generating smoke or mist; Gas-attack compositions; Generation of gas for blasting or
propulsion (chemical part)",,,,,,,
C06F,Matches,C06F,Matches; Manufacture of matches,,,,,,,
C07B,Methods for organic chemistry,B01J,"Chemical or physical processes, e.g. catalysis, colloid chemistry; Their relevant apparatus ",,,,,,,
,,C07B,General methods of organix chemistry,,,,,,,
,,C07C,Acyclic or carbocyclic compounds ,,,,,,,
C08L,Compositions of macromolecular compounds ,B27N,"Manufacture by dry processes of articles, with or
without organic binding agents, made from
particles or fibres consisting of wood or other lignocellulosic or like organic material",,,,,,,
,,B60C,"Vehicle tyres; Tyre inflation; Tyre changing;
Connecting valves to inflatable elastic bodies in
general; Devices or arrangements related to tyres",,,,,,,
,,C08C,Treatment or chemical modification of rubbers,,,,,,,
,,C08F,"Macromolecular compounds obtained by reactions
only involving carbon-to-carbon unsaturated
bonds",,,,,,,
,,C08G,"Macromolecular compounds obtained otherwise
than by reactions only involving carbon-to-carbon unsaturated bonds",,,,,,,
,,C08H,Derivatives of natural macromolecular compounds ,,,,,,,
,,C08J,"Working-up; General processes of compounding; After-treatment not covered by subclasses C08B ,
C08C , C08F , C08G or C08H",,,,,,,
,,C08K,Use of inorganic or non-macromolecular organic substances as compounding ingredients ,,,,,,,
,,C08L,Compositions of macromolecular compounds,,,,,,,
,,C09C,"Treatment of inorganic materials, other than
fibrous fillers, to enhance their pigmenting or
filling properties; Preparation of carbon black",,,,,,,
,,C09D,"Coating compositions, e.g. paints, varnishes or
lacquers; Filling pastes; Chemical paint or ink
removers; Inks; Correcting fluids; Woodstains;
Pastes or solids for colouring or printing; Use of
materials therefor",,,,,,,
,,C09F,Natural resins; French polish; Drying-oils; Driers (siccatives); Turpentine,,,,,,,
,,C09J,"Adhesives; Non-mechanical aspects of adhesive
processes in general; Adhesive processes not
provided for elsewhere; Use of materials as
adhesives",,,,,,,
,,C09K,"Materials for applications not otherwise provided
for; Applications of materials not otherwise
provided for ",,,,,,,
,,D21J,Fibreboard; Manufacture of articles from cellulosic fibrous suspensions or from papier-mâché,,,,,,,
,,H01B,"Cables; Conductors; Insulators; Selection of
materials for their conductive, insulating or
dielectric properties",,,,,,,
C09B,Dyeing of Printing Textiles,C09B,Organic dyes or closely-related compounds for producing dyes; mordants; lakes,,,,,,,
,,D06P,"Dyeing or printing textiles; dyeing leather, furs, or solid macromolecular substances in any form",,,,,,,
C10F,Drying,C10F,Drying or working-up of peat,,,,,,,
C10G,"Petroleum, gas or coke industries",C10B,"Destructive distillation of carbonaceous materials for production of gas, coke, tar, or similar materials",,,,,,,
,,C10C,"Working-up tar, pitch, asphalt, bitumen; pyroligneous acid",,,,,,,
,,C10G,"Cracking hydrocarbon oils; Production of liquid hydrocarbon mixtures, e.g. by destructive hydrogenation, oligomerisation, polymerisation; Recovery of hydrocarbon oils from oil-shale, oil-sand, or gases; Refining mixtures mainly consisting of hydrocarbons; reforming of naphtha; mineral waxes",,,,,,,
,,C10L,Fuels not otherwise provided for,,,,,,,
C10H,Production of Acetylene by Wet Methods,C10H,Production of acetylene by wet methods,,,,,,,
C10M,Lubricating Compositions,C10M,"Lubricating compositions; Use of chemical
substances either alone or as lubricating
ingredients in a lubricating composition",,,,,,,
,,C10N,Indexing scheme associated with subclass C10M,,,,,,,
C11D,Detergent and bleaching,C11D,Detergent compositions; Use of single substances as detergents; Soap or soap-making; Resin soaps; Recovery of glycerol,,,,,,,
,,D06L,"Bleaching, e.g. optical bleaching, dry-cleaning, or washing fibres, threads, yarns, fabrics, feathers, or made-up fibrous goods; Bleaching leather or furs",,,,,,,
C12N,"Development Micro-organisms or Enzymes for Applications (eg fermentation, peptides) and Related Measuring and Testing ",A01H,New plants or processes for obtaining them; Plant reproduction by tissue culture techniques,,,,,,,
,,A01K,"Animal husbandry; Care of birds, fishes, insects; Fishing; Rearing or breeding animals, not otherwise provided for; New breeds of animals ",,,,,,,
,,C07K,Peptides .,,,,,,,
,,C12N,"Microorganisms or enzymes; Compositions
thereof; Propagating, preserving, or maintaining microorganisms; Mutation or genetic engineering;
Culture media",,,,,,,
,,C12P,"Fermentation or enzyme-using processes to
synthesise a desired chemical compound or
composition or to separate optical isomers from a
racemic mixture",,,,,,,
,,C12Q,"Measuring or testing processes involving enzymes,
nucleic acids or microorganisms; Compositions or
test papers therefor; Processes of preparing such compositions; Condition-responsive control in microbiological or enzymological processes ",,,,,,,
,,C12R,"Indexing scheme associated with subclasses C12C
to C12Q , relating to microorganisms",,,,,,,
,,C12S,"Processes using enzymes or micro-organisms to liberate, separate or purify a pre-existing compound or composition; processes using enzymes or micro-organism to trear textiles or to clean solid surfaces of materials",,,,,,,
C13B,Production of Sucrose and other Saccharides,C13B,"Production of sucrose; Apparatus specially
adapted therefor",,,,,,,
,,C13C,Cutting Mills; Shredding knives; pupl presses,,,,,,,
,,C13D,Production or purification of sugar juices,,,,,,,
,,C13F,"Preparation or processing of raw sugar, sugar, or syrup",,,,,,,
,,C13G,Evaporation apparatus; Boiling pans ,,,,,,,
,,C13J,Extraction of sugar from molasses,,,,,,,
,,C13K,"Saccharides, other than sucrose, obtained from
natural sources or by hydrolysis of naturally
occurring di-, oligo- or polysaccharides",,,,,,,
C14C,Chemical treatment of skins,C14B,"Mechanical tratment and processing of skins, hides and leather",,,,,,,
,,C14C,"Chemical treatment of skins, hides or leather, e.g. tanning, impregnating, finishing; Apparatus therefor; Compositions for tanning",,,,,,,
C22B,Production and Refining of Metals (incl. pretreatment of raw materials),C21B,Manufacture of iron or steel ,,,,,,,
,,C22B,Production or refining of metals; pretreatment of raw materials,,,,,,,
,,C25C,"Processes for the electrolytic production, recovery of refining of metals; apparatus thereof",,,,,,,
C22C,Alloys,B21B,Rolling of metal ,,,,,,,
,,B22F,"Working metallic powder; Manufacture of articles
from metallic powder; Making metallic powder; Apparatus or devices specially adapted for
metallic powder",,,,,,,
,,C21D,"Modifying the physical structure of ferrous metals; General devices for heat treatment of ferrous or non-ferrous metals or alloys; Making metal
malleable by decarburisation, tempering, or other treatments ",,,,,,,
,,C22C,Alloys ,,,,,,,
,,C22F,"Changing the physical structure of non-ferrous
metals or non-ferrous alloys",,,,,,,
C25F,Electrolytic Removal of Materials from Objects; Apparatus therefor ,B23H,"Working of metal by the action of a high
concentration of electric current on a workpiece
using an electrode which takes the place of a tool;
Such working combined with other forms of
working of metal",,,,,,,
,,C25D,"Processes for the electrolytic or electrophoretic
production of coatings; Electroforming; Joining workpieces by electrolysis; Apparatus therefor",,,,,,,
,,C25F,"Processes for the electrolytic removal of materials
from objects; Apparatus therefor ",,,,,,,
D01B,Manufacture of Filaments for Spinning from Natural Materials,D01B,"Mechanical treatment of natural fibrous or
filamentary material to obtain fibres or filaments,
e.g. for spinning",,,,,,,
,,D01C,"Chemical or biological treatment of natural
filamentary or fibrous material to obtain filaments
or fibres for spinning; Carbonising rags to recover
animal fibres",,,,,,,
,,D01G,"Preliminary treatment of fibres, e.g. for spinning",,,,,,,
D01F,Manufacture of Artificial Filaments,D01D,"Mechanical methods or apparatus in the
manufacture of man-made filaments, threads,
fibres, bristles or ribbons",,,,,,,
,,D01F,"Chemical features in the manufacture of man-
made filaments, threads, fibres, bristles or ribbons; Apparatus specially adapted for the manufacture
of carbon filaments",,,,,,,
,,D02G,"Crimping or curling fibres, filaments, yarns, or
threads; Yarns or threads",,,,,,,
,,D02J,"Finishing or dressing of filaments, yarns, threads,
cords, ropes, or the like",,,,,,,
,,D06M,"Treatment of fibres, threads, yarns, fabrics….",,,,,,,
D03D,Woven Fabrics and Weaving,D03C,"Shedding mechanisms; Pattern cards or chains;
Punching of cards; Designing patterns ",,,,,,,
,,D03D,Woven fabrics; Methods of weaving; Looms,,,,,,,
,,D03J,"Auxiliary weaving apparatus; Weavers' tools;
Shuttles",,,,,,,
,,D04B,Knitting,,,,,,,
D04D,"Trimmings, Ribbons",D04D,"Trimmings; Ribbons, tapes, or bands, not
otherwise provided for",,,,,,,
D04G,Knotting of Filamentary Material,D04G,"Making nets by knotting of filamentary material;
Making knotted carpets or tapestries; Knotting not otherwise provided for",,,,,,,
D05B,Sewing,D05B,Sewing,,,,,,,
,,D05C,Embroidering; Tufting,,,,,,,
D06B,Trating and Finishing of Fabrics,D06B,"Treating textile materials by liquids, gases, or vapours",,,,,,,
,,D06C,"Finishing, dressing, tentering, or stretching textile fabrics",,,,,,,
D21B,Fibrous Raw Materials and their Mechanical Treating,D21B,Fibrous raw materials or their mechanical treatment,,,,,,,
,,D21C,"Production of cellulose by removing non-cellulose substances from cellulose- containing materials; Regeneration of pulping liquors; Apparatus
therefor ",,,,,,,
,,D21D,Treatment of the materials before passing to the paper-making machine,,,,,,,
D21F,Paper Making Machines and Methods of Producing Paper,D21F,"Paper-making machines; Methods of producing
paper thereon",,,,,,,
,,D21G,"Calenders; Accessories for paper-making
machines",,,,,,,
,,D21H,"Pulp compositions; Preparation thereof not
covered by subclasses D21C , D21D ;
Impregnating or coating of paper; Treatment of
finished paper not covered by class B31 Or
subclass D21G ; Paper not otherwise provided for",,,,,,,
E02B,Hydraulic Engineering  and  Shiplifting,E02B,Hydraulic engineering,,,,,,,
,,E02C,Ship-lifting devices or mechanisms,,,,,,,
,,E02D,"Foundations; Excavations; Embankments;
Underground or underwater structures",,,,,,,
E03D,Water-closets and Flushing Valves,A47K,"Sanitary equipment not otherwise provided for;
Toilet accessories",,,,,,,
,,E03C,"Domestic plumbing installations for fresh water or
waste water; Sinks",,,,,,,
,,E03D,"Water-closets or urinals with flushing devices;
Flushing valves therefor.",,,,,,,
E04B,Building Consrtuctions,E01D,Bridges,,,,,,,
,,E04B,"General building constructions; Walls, e.g.
partitions; Roofs; Floors; Ceilings; Insulation or
other protection of buildings",,,,,,,
,,E04C,Structural elements; Building materials,,,,,,,
,,E04D,"Roof coverings; Sky-lights; Gutters; Roof-working
tools",,,,,,,
,,E04F,"Finishing work on buildings, e.g. stairs, floors",,,,,,,
,,E04G,"Scaffolding; Forms; Shuttering; Building
implements or other building aids, or their use;
Handling building materials on the site; Repairing, breaking-up or other work on existing buildings",,,,,,,
,,E04H,"Buildings or like structures for particular purposes; Swimming or splash baths or pools; Masts;
Fencing; Tents or canopies, in general ",,,,,,,
E05B,"Locks, Volts, Safes",E05B,Locks; Accessories therefor; Handcuffs,,,,,,,
,,E05C,"Bolts or fastening devices for wings, specially for
doors or windows",,,,,,,
,,E05G,"Safes or strong-rooms for valuables; Bank
protection devices; Safety transaction partitions",,,,,,,
E06B,Hinges and other Supspension Devices for Doors and the like,A47H,Furnishings for Windows or Doors,,,,,,,
,,E05D,"Hinges or other suspension devices for doors,
windows, or wings",,,,,,,
,,E05F,"Devices for moving wings into open or closed
position; Checks for wings; Wing fittings not
otherwise provided for, concerned with the
functioning of the wing",,,,,,,
,,E06B,"Fixed or movable closures for openings in
buildings, vehicles, fences, or like enclosures, in
general, e.g. doors, windows, blinds, gates",,,,,,,
E21F,"Mining, Tunneling and Safety Devices Applied to them",E21C,Mining or quarrying,,,,,,,
,,E21D,"Shafts; Tunnels; Galleries; Large underground
chambers ",,,,,,,
,,E21F,"Safety devices, transport, filling-up, rescue,
ventilation, or drainage in or of mines or tunnels ",,,,,,,
F02B,General Machines and Internal Combustion Engines,F01B,"Machines or engines, in general or of positive-displacement type",,,,,,,
,,F01L,Cyclically operating valves for machines or engines,,,,,,,
,,F01M,Lubricating of machines or engines in general,,,,,,,
,,F01P,Cooling of machines or engines in general,,,,,,,
,,F02B,Internal-combustion piston engines; combustion engines in general,,,,,,,
,,F02F,"Cylinders, pistons, or casings for combustion engines",,,,,,,
,,F02G,Hot-gas or combustion-product positive-displacement engine plants,,,,,,,
F02C,Turbine Engines,F01D,"Non-positive-displacement machines or engines,
e.g. steam turbines",,,,,,,
,,F01K,"Steam engine plants; Steam accumulators; Engine
plants not otherwise provided for; Engines using
special working fluids or cycles",,,,,,,
,,F02C,"Gas-turbine plants; Air intakes for jet-propulsion
plants; Controlling fuel supply in air-breathing jet- propulsion plants",,,,,,,
,,F02K,Jet-propulsion plants,,,,,,,
,,F23R,"Generating combustion products of high pressure
or high velocity, e.g. gas-turbine combustion chambers",,,,,,,
F02D,Ignition and Control of Combustion engines,F02D,Contolling combustion engines,,,,,,,
,,F02M,Sypplying combustion engines in general with combustible mixtures or constituents thereof,,,,,,,
,,F02N,Starting of combustion engines,,,,,,,
,,F02P,"Ignistion, other than compression ignition, for internal-combustion engines",,,,,,,
F03D,Wind or Liquid Machines,F03B,Machines or engines for liquids ,,,,,,,
,,F03D,Wind motors,,,,,,,
F03G,"Spring, Weight, Inertia or like Motors",F03G,"Spring, weight, inertia, or like motors; Mechanical-power-producing devices or
mechanisms, not otherwise provided for or using
energy sources not otherwise provided for",,,,,,,
F04C,Positive-displacement machines,F01C,Rotary-piston or oscillating-piston machines or engines ,,,,,,,
,,F03C,Positive-displacement engines driven by liquids,,,,,,,
,,F04B,Positive-displacement machines for liquids; Pumps,,,,,,,
,,F04C,"Rotary-piston, or oscillating-piston, positive-displacement machines for liquids; Rotary-piston, or oscillating-piston, positive-displacement pumps",,,,,,,
F04F,Pumping of fluid ,F04F,Pumping of fluid by direct contact of another fluid or by using inertia of fluid to be pumped,,,,,,,
F15B,Fluid-pressure systems,E02F,Dredging; Soil-shifting,,,,,,,
,,F15B,"Systems acting by means of fluids in general; Fluid-pressure actuators, e.g. servomotors; Details of fluid-pressure systems, not otherwise provided for",,,,,,,
F15D,Fluid dynamics methods,F15D,"Fluid dynamics, i.e. methods or means for influencing the flow of gases or liquids",,,,,,,
F16B,Constructional elements,F16B,Devices for fastening or securing constructional elements …,,,,,,,
,,F16S,"Constructional elements in general; Structures built-up from such elements, in general",,,,,,,
F15C,Fluid-circuit elements,F15C,Fluid-circuit elements predominantly used for computing or control purposes,,,,,,,
,,G06D,Digital fluid=pressure computing devices,,,,,,,
F16C,"Machine Elements: hafts, pistons, lubricants not elsewhere specified",F16C,"Shafts; Flexible shafts; Mechanical means for
transmitting movement in a flexible sheathing;
Elements of crankshaft mechanisms; Pivots;
Pivotal connections; Rotary engineering elements
other than gearing, coupling, clutch or brake
elements; Bearings",,,,,,,
,,F16J,"Pistons; Cylinders; Pressure vessels in general;
Sealings",,,,,,,
,,F16N,Lubricating,,,,,,,
F16F,Suspension,B60G,Vehicle suspension arrangements ,,,,,,,
,,F16F,"Springs; Shock-absorbers; Means for damping
vibration",,,,,,,
F16G,"Cables, Chains and the like",B21L,Making metal chains,,,,,,,
,,F16G,"Belts, cables, or ropes, predominantly used for
driving purposes; Chains; Fittings predominantly
used therefor",,,,,,,
F16P,Safety devices,F16P,Safety devices in general ,,,,,,,
F16K,Valves and alike,F16K,Valves; Taps; Cocks; Actuating-floats; Devices for venting or aerating,,,,,,,
,,F16T,Steam traps or like..,,,,,,,
F21H,Incandescent Lightning,F21H,"Incandescent mantles; Other incandescent bodies
heated by combustion",,,,,,,
F21V,Non-incandescent Lighting and Associated Structure,B60Q,Arrangement of signaling or lighting devices….,,,,,,,
,,F21K,"Non-electric light sources using luminescence;
Light sources using electrochemiluminescence;
Light sources using charges of combustible
material; Light sources using semiconductor
devices as light-generating elements; Light
sources not otherwise provided for ",,,,,,,
,,F21L,"Lighting devices or systems thereof, being
portable or specially adapted for transportation",,,,,,,
,,F21S,"Non-portable lighting devices; Systems thereof;
Vehicle lighting devices specially adapted for
vehicle exteriors ",,,,,,,
,,F21V,"Functional features or details of lighting devices or systems thereof; Structural combinations of
lighting devices with other articles, not otherwise
provided for",,,,,,,
,,F21W,"Indexing scheme associated with subclasses F21K
, F21L , F21S and F21V , relating to uses or
applications of lighting devices or systems",,,,,,,
,,F21Y,"Indexing scheme associated with subclasses F21K
, F21L , F21S and F21V , relating to the form or
the kind of the light sources or of the colour of the
light emitted",,,,,,,
F22B,Steam Boilers and Steam Generation,F22B,Methods of steam generation; Steam boilers,,,,,,,
,,F22D,"Preheating, or accumulating preheated, feed-water
for steam generation; Feed-water supply for steam generation; Controlling water level for steam
generation; Auxiliary devices for promoting water circulation within steam boilers",,,,,,,
,,F22G,Superheating of steam,,,,,,,
F23D,"Methods and Apparatus (eg, burner) using Fuel Suppended in the Air",F23C,"Methods or apparatus for combustion using fluid
fuel or solid fuel suspended in air",,,,,,,
,,F23D,Burners,,,,,,,
,,F23K,Feeding fuel to combustion apparatus,,,,,,,
,,F23L,"Supplying air or non-combustible liquids or gases
to combustion apparatus in general; Valves or
dampers specially adapted for controlling air
supply or draught in combustion apparatus;
Inducing draught in combustion apparatus; Tops
for chimneys or ventilating shafts; Terminals for
flues ",,,,,,,
,,F23M,"Casings, linings, walls or doors specially adapted
for combustion chambers, e.g. firebridges; Devices
for deflecting air, flames or combustion products
in combustion chambers; Safety arrangements
specially adapted for combustion apparatus;
Details of combustion chambers, not otherwise
provided for ",,,,,,,
,,F23N,Regulating or controlling combustion ,,,,,,,
,,F23Q,Ignition and extinguishing devices,,,,,,,
F23H,Grates,F23H,Grates; Cleaningor raking grates,,,,,,,
F24B,Domestic Stoves or Ranges,F24B,"Domestic stoves or ranges for solid fuels;
Implements for use in connection with stoves or ranges",,,,,,,
F24H,"Domestic or Space Heating Systems (eg central heating systems) and Associated Apparatus (eg, fluid heater)",F24D,"Domestic- or space-heating systems, e.g. central
heating systems; Domestic hot-water supply
systems; Elements or components therefor ",,,,,,,
,,F24H,"Fluid heaters, e.g. water or air heaters, having heat-generating means, in general",,,,,,,
F24T,Geothermal systems and related articles,B23K,"Soldering or unsoldering; Welding; Cladding or plating by soldering or welding; Cutting by applying heat locally, e.g. flame cutting; Working by laser beam ",,,,,,,
,,E01C,"Construction of, or surfaces for, roads, sports grounds, or the like; machines or auxiliary tools for construction or repair",,,,,,,
,,E21B,"Earth or rock drilling; Obtaining oil, gas, water, soluble or meltable materials or a slurry of minerals from wells",,,,,,,
,,F16L,"Pipes; Joints or fittings for pipes; Supports for pipes, cables or protective tubing; Means for thermal insulation in general",,,,,,,
,,F24F,Air-conditioning; Air-humidification; Ventilation; Use of air currents for screening,,,,,,,
,,F24J,Production or use of heat not otherwise provided for,,,,,,,
,,F24T,Geothermal collectors; geothermal systems,,,,,,,
,,G05D,Systems for controlling or regulating non-electric variables,,,,,,,
,,H01F,Magnets; Inductances; Transformers; Selection of materials for their magnetic properties,,,,,,,
F25B,Refrigeration Machines and Systems (incl. heating and cooling systems),B60H,"Arrangements or adaptations of heating, cooling, ventilating, or other air-treating devices specially
for passenger or goods spaces of vehicles",,,,,,,
,,F25B,"Refrigeration machines, plants, or systems;
Combined heating and refrigeration systems; Heat
pump systems ",,,,,,,
,,F25C,"Producing, working or handling ice",,,,,,,
,,F25D,"Refrigerators; Cold rooms; Ice-boxes; Cooling or
freezing apparatus not covered by any other subclass",,,,,,,
F27B, Furnaces; kilns; ovens; retort,F27B,"Furnaces, kilns, ovens, or retorts in general; Open sintering or like apparatus",,,,,,,
,,F27D,"Details or accessories of furnaces, kilns, ovens, or
retorts, in so far as they are of kinds occurring in
more than one kind of furnace",,,,,,,
F28F,Heat Exchange Apparatus,F28B,Steam or vapour condensers,,,,,,,
,,F28C,"Heat-exchange apparatus, not provided for in
another subclass, in which the heat-exchange
media come into direct contact without chemical interaction",,,,,,,
,,F28D,"Heat-exchange apparatus, not provided for in
another subclass, in which the heat-exchange
media do not come into direct contact; Heat
storage plants or apparatus in general ",,,,,,,
,,F28F,"Details of heat-exchange or heat-transfer
apparatus, of general application",,,,,,,
F41A,Smallarms and Associated Parts; Weapon Sights and Launchers,F41A,"Functional features or details common to both
smallarms and ordnance, e.g. cannons; Mountings
for smallarms or ordnance",,,,,,,
,,F41C,"Smallarms, e.g. pistols or rifles; Accessories
therefor ",,,,,,,
,,F41F,"Apparatus for launching projectiles or missiles
from barrels, e.g. cannons; Launchers for rockets
or torpedoes; Harpoon guns ",,,,,,,
,,F41G,Weapon sights; Aiming,,,,,,,
F41B,Weapons for Projecting Missiles,F41B,"Weapons for projecting missiles without use of
explosive or combustible propellant charge;
Weapons not otherwise provided for",,,,,,,
F41H,Armour,F41H,"Armour; Armoured turrets; Armoured or armed vehicles; Means of attack or defence, e.g. camouflage, in general",,,,,,,
F41J,"Target Ranges, Bullet Catchers",F41J,Targets; Target ranges; Bullet catchers,,,,,,,
F42B,"Explosive Charges, Amunition and Blasting",F42B,"Explosive charges, e.g. for blasting; Fireworks; Ammunition",,,,,,,
,,F42C,"Ammunition fuzes; Arming or safety means
therefor ",,,,,,,
,,F42D,Blasting,,,,,,,
G01C,Distance Measurement Instruments,G01C,"Measuring distances, levels or bearings;
Surveying; Navigation; Gyroscopic instruments; Photogrammetry or videogrammetry",,,,,,,
,,G01S,"Radio direction-finding; Radio navigation;
Determining distance or velocity by use of radio
waves; Locating or presence-detecting by use of
the reflection or reradiation of radio waves;
Analogous arrangements using other waves",,,,,,,
,,G08G,Traffic control systems ,,,,,,,
G01D,"Measuring Instruments and Methods (length, thickness, angles, force, torque, elctrical variables, etc)",G01B,"Measuring length, thickness, or similar linear dimensions; measuring angles; measuring areas; measuring irregularities of surfaces or contours",,,,,,,
,,G01D,Measuring not specially adapted for a specific variable; arrangements for measuring two or more variables not covered by a single other,,,,,,,
,,G01L,"Measuring force, stress, torque, work, mechanical power, mechanical efficiency, or fluid pressure",,,,,,,
,,G01P,"Measuring linear or angular speed, acceleration, deceleration, or shock; indicating presence, absence, or direction, of movement",,,,,,,
G01N,Investigating or Analysing Materials by Determining their Chemical or Physical Properties,A62C,Fire-fighting,,,,,,,
,,B01L,"Chemical or physical laboratory apparatus for
general use",,,,,,,
,,C12M,Apparatus for enzymology or microbiology ,,,,,,,
,,C40B,"Combinatorial chemistry; Libraries, e.g. chemical
libraries,IN SILICOLibraries",,,,,,,
,,E01H,Street cleaning,,,,,,,
,,F17D,Pipe-line systems; Pipe-lines,,,,,,,
,,G01F,"Measuring volume, volume flow, mass flow, or
liquid level; Metering by volume",,,,,,,
,,G01G,Weighing,,,,,,,
,,G01H,"Measurement of mechanical vibrations or
ultrasonic, sonic or infrasonic waves",,,,,,,
,,G01J,"Measurement of intensity, velocity, spectral
content, polarisation, phase or pulse characteristics
of infra-red, visible or ultra-violet light;
Colorimetry; Radiation pyrometry",,,,,,,
,,G01K,"Measuring temperature; Measuring quantity of
heat; Thermally-sensitive elements not otherwise
provided for ",,,,,,,
,,G01M,"Testing static or dynamic balance of machines or structures; Testing of structures or apparatus, not otherwise provided for",,,,,,,
,,G01N,"Investigating or analysing materials by
determining their chemical or physical properties",,,,,,,
,,G01Q,"Scanning-probe techniques or apparatus;
Applications of scanning-probe techniques, e.g. scanning-probe microscopy ",,,,,,,
,,G01T,Measurement of nuclear or x-radiation,,,,,,,
,,G01V,"Geophysics; Gravitational measurements;
Detecting masses or objects; Tags",,,,,,,
,,G01W,Meteorology,,,,,,,
,,G21B,Fusion reactors,,,,,,,
,,G21H,"Obtaining energy from radioactive sources; Applications of radiation from radioactive sources, not otherwise provided for; Utilising cosmic
radiation",,,,,,,
G02B,"Optical Elements, Systems, or Apparatus ",G02B,"Optical Elements, systems, or apparatus",,,,,,,
,,G02C,Spectacles; sunglasses or goggles insofar as they have the same features as spectacles,,,,,,,
,,G02F,"Devices or arrangements, the optical operation of which is modified by changing the optical properties of the medium of the devices or arrangements for the control of the intensity, colour, phase, polarisation or direction of light",,,,,,,
,,G03H,Holographic processes or apparatus,,,,,,,
,,H01S,Devices using stimulated emission,,,,,,,
G03C,Photosensitive Materials for Photographic Purposes and Associated Apparatus,G03C,"Photosensitive materials for photographic
purposes; Photographic processes, e.g. cine, x-ray,
colour or stereo-photographic processes; Auxiliary processes in photography ",,,,,,,
,,G03D,"Apparatus for processing exposed photographic
materials; Accessories therefor",,,,,,,
G04B,"Mechanical Clocks, Parts and Apparatus for Making or Maintaining them",A44C,Jewellery,,,,,,,
,,G04B,"Mechanically-driven clocks or watches; mechanical parts of clocks or watches in general; time-pieces using the position of the sun, moon, or stars",,,,,,,
,,G04D,Apparatus or tools specially designed for making or maintaining clocks or watches,,,,,,,
G04G,"Electronic Time Pieces, Clocks",G04C,Electromechanical clocks or watches,,,,,,,
,,G04F,Time-interval measuring,,,,,,,
,,G04G,Electronic time-pieces ,,,,,,,
,,G04R,Radio-controlled time-pieces,,,,,,,
G06F,"Computing, Calculating, Counting",A45B,Walking sticks; Umbrellas,,,,,,,
,,A63F,"Card, board, or roulette games; indoor games using small moving playing bodies; games not otherwise provided for",,,,,,,
,,A63J,Devices for theaters and circuses,,,,,,,
,,B41B,"Machines or accessories for making, setting, or distributing type; type; photographic or photoelectronic composing devices",,,,,,,
,,B41K,Stamps; stamping or numbering apparatus or devices,,,,,,,
,,B43L,Articles for writing or drawing upon; accessories for writing or drawing,,,,,,,
,,B66B,Elevators and escalators,,,,,,,
,,E01F,"Construction of platforms, fences and helicopter landing stages",,,,,,,
,,E06C,"Construction of platforms, fences and helicopter landing stages",,,,,,,
,,F16M,"Frames, casing, or beds, of engines or other machines or apparatus, not specific to an engine, machine, or apparatus provided for elsewhere; stands or supports",,,,,,,
,,G05B,Control or regulating systems in general; functional elements of such systems; monitoring or testing arrangements for such systems or elements,,,,,,,
,,G06C,Digital computers in which all the computation is effected mechanically,,,,,,,
,,G06E,Optical computing devices,,,,,,,
,,G06F,Electric digital data processing,,,,,,,
,,G06G,Analogue computers,,,,,,,
,,G06J,Hybrid computing arrangements,,,,,,,
,,G06K,Recognition of data; presentation of data; record carriers; handling record garriers,,,,,,,
,,G06M,Counting mechanisms; Counting of objects not otherwise provided for,,,,,,,
,,G06N,Computer systems based on specified computational models,,,,,,,
,,G06Q,"Data processing systems or methods, specially adapted for administrative, commercial, financial, managerial, supervisory or forecasting purposes; systems or methods specially adapted for these purposes",,,,,,,
